TAG,QUADNAME,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2014,BDS.2021,PIECE.2014,PIECE.2021,INTEG.2021,DECAYCLASSORIG,DECAYCLASS.2021,GC.2021,HEIGHT.2014,HEIGHT.2021,TOPDIAM.2014,TOPDIAM.2021,DBH,DBH.2021,LENGTH.2014,LENGTH.2021,ANGLE,DIRECTION,NOTES.2014
no tag,138,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,27.7,NA,12.4,NA,NA,,
no tag,138,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,34.9,NA,19.5,NA,NA,,
no tag,139,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,139,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7.6,NA,5.9,NA,NA,,
no tag,281,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1224,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,879,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,18.3,NA,10.8,NA,NA,,
no tag,142,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,664,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.6,NA,3.9,NA,NA,,
no tag,1228,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1229,NA,NA,NA,NA,lying ,,A,,,3,NA,,NA,NA,NA,NA,14,NA,8.1,NA,NA,,
no tag,138,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,43.6,NA,21.5,NA,NA,,
no tag,146,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,18,NA,7.4,NA,NA,,
no tag,147,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,38.8,NA,19,NA,NA,,
no tag,674,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,39.1,NA,8.6,NA,NA,,
no tag,1237,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,24.3,NA,14.6,NA,NA,,
no tag,147,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,147,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,148,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.7,NA,11,NA,NA,,
no tag,149,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,149,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,34.4,NA,17.2,NA,NA,,
no tag,149,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,32.6,NA,22.9,NA,NA,,
no tag,149,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,55.4,NA,22.4,NA,NA,,
no tag,1244,NA,NA,NA,NA,lying cut,,B,,,3,NA,,NA,NA,NA,NA,65.6,NA,15.1,NA,NA,,
no tag,682,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,3110,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,3110,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,12105,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,46.5,NA,10,NA,NA,,
no tag,153,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,693,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,37.2,NA,5.4,NA,NA,,
no tag,1253,NA,NA,NA,NA,lying cut,,E,,,3,NA,,NA,NA,NA,NA,46.2,NA,1.9,NA,NA,,
no tag,693,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,694,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.3,NA,3.8,NA,NA,,
no tag,925,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.4,NA,14.1,NA,NA,,
no tag,1258,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.8,NA,15.2,NA,NA,,
no tag,695,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11,NA,3.4,NA,NA,,
no tag,159,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,52.2,NA,13,NA,NA,,
no tag,697,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1263,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,51.3,NA,1.9,NA,NA,,
no tag,163,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,35.3,NA,14.3,NA,NA,,
no tag,4107,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,699,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11.6,NA,5.2,NA,NA,,
no tag,323,NA,NA,NA,NA,standing broken,,C,,,3,NA,,NA,NA,NA,NA,16,NA,1.9,NA,NA,,
no tag,713,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,97,NA,16.7,NA,NA,,
no tag,946,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,10.3,NA,12.1,NA,NA,,
no tag,169,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1279,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,63.8,NA,22.2,NA,NA,,
no tag,511,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,7.3,NA,7.7,NA,NA,,
no tag,731,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,4.8,NA,1.6,NA,NA,,
no tag,1285,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,49,NA,9.4,NA,NA,,
no tag,734,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11.1,NA,3.8,NA,NA,,
no tag,1233,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.2,NA,3.4,NA,NA,,
no tag,1285,NA,NA,NA,NA,lying whole,,C,,,3,NA,,NA,NA,NA,NA,38.2,NA,9.7,NA,NA,,
no tag,1286,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,184,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,39.7,NA,9.1,NA,NA,,
no tag,184,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,13.4,NA,10.7,NA,NA,,
no tag,738,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16,NA,6.5,NA,NA,,
no tag,739,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7.7,NA,4.5,NA,NA,,branch?
no tag,336,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,969,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.1,NA,12.1,NA,NA,,
no tag,189,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.9,NA,4.4,NA,NA,,
no tag,189,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.3,NA,14.4,NA,NA,,
no tag,189,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,55.5,NA,24.6,NA,NA,,
no tag,1484,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,53.3,NA,9.8,NA,NA,,
no tag,744,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,38,NA,17.2,NA,NA,,
no tag,194,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,753,NA,NA,NA,NA,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,754,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,62.5,NA,22.1,NA,NA,,
no tag,197,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,198,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,47.5,NA,17.7,NA,NA,,
no tag,198,NA,NA,NA,NA,stump,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,198,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,29,NA,4.4,NA,NA,,
no tag,199,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,36,NA,8.5,NA,NA,,
no tag,764,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14,NA,3.9,NA,NA,,
no tag,215,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21,NA,18.8,NA,NA,,
no tag,764,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,63.7,NA,8,NA,NA,,
no tag,765,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,76.9,NA,12.1,NA,NA,,LITU
no tag,766,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,23.5,NA,NA,,
no tag,767,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,38.2,NA,4,NA,NA,,
no tag,767,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,27.4,NA,24.5,NA,NA,,
no tag,1333,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,33.8,NA,9.6,NA,NA,,
no tag,776,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,73.5,NA,20.4,NA,NA,,
no tag,778,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,35.6,NA,24.6,NA,NA,,
no tag,229,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,376,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.7,NA,7.5,NA,NA,,
no tag,1017,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,37.7,NA,11.5,NA,NA,,
no tag,788,NA,NA,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,51.7,NA,14.4,NA,NA,,
no tag,233,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,233,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.7,NA,10.5,NA,NA,,
no tag,233,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,14.6,NA,11.1,NA,NA,,
no tag,795,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,58.6,NA,35.1,NA,NA,,
no tag,1285,NA,NA,NA,NA,lying whole,,B,,,3,NA,,NA,NA,NA,NA,38.2,NA,11.9,NA,NA,,
no tag,238,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,3.3,NA,4,NA,NA,,
no tag,814,NA,NA,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,69.1,NA,6.3,NA,NA,,
no tag,244,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,815,NA,NA,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,11,NA,4.6,NA,NA,,
no tag,815,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,50,NA,10.5,NA,NA,,
no tag,1349,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,54,NA,16.8,NA,NA,,
no tag,822,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,95,NA,24.8,NA,NA,,
no tag,824,NA,NA,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,79.7,NA,14.8,NA,NA,,
no tag,824,NA,NA,NA,NA,lying broken,,C,,,2,NA,,NA,NA,NA,NA,45.4,NA,2.8,NA,NA,,
no tag,255,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.5,NA,6.9,NA,NA,,
no tag,824,NA,NA,NA,NA,lying broken,,E,,,2,NA,,NA,NA,NA,NA,79.7,NA,3.9,NA,NA,,
no tag,16102,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.6,NA,7.8,NA,NA,,
no tag,261,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,8.8,NA,4,NA,NA,,
no tag,831,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,28.4,NA,4.6,NA,NA,,
no tag,832,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,25,NA,8.7,NA,NA,,
no tag,833,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,19,NA,8,NA,NA,,
no tag,7810,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,9,NA,1.8,NA,NA,,
no tag,264,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,71.4,NA,14.5,NA,NA,,
no tag,1051,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,17.6,NA,5.4,NA,NA,,
no tag,841,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20.5,NA,1.6,NA,NA,,
no tag,265,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1054,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,8910,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,63.5,NA,16.6,NA,NA,,
no tag,272,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.5,NA,6.2,NA,NA,,
no tag,9101,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11.8,NA,2.5,NA,NA,,
no tag,8910,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,26.2,NA,9.2,NA,NA,,
no tag,856,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,53,NA,7.6,NA,NA,,
no tag,9109,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21.4,NA,8.3,NA,NA,,
no tag,276,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,68.9,NA,4.7,NA,NA,,
no tag,277,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,868,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,31.2,NA,15.9,NA,NA,,
no tag,281,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,25.8,NA,13,NA,NA,,
no tag,1572,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,44.6,NA,11.3,NA,NA,,
no tag,1577,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,873,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12,NA,5.9,NA,NA,,
no tag,444,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,32.6,NA,5.6,NA,NA,,
no tag,881,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,28.7,NA,19.2,NA,NA,,
no tag,1384,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,60.7,NA,12.5,NA,NA,,
no tag,887,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19.7,NA,19.2,NA,NA,,
no tag,1389,NA,NA,NA,NA,standing broken,,C,,,2,NA,,NA,NA,NA,NA,45.9,NA,2.3,NA,NA,,
no tag,286,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.5,NA,9.8,NA,NA,,
no tag,894,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.5,NA,9.7,NA,NA,,
no tag,895,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19,NA,2.5,NA,NA,,no top
no tag,1398,NA,NA,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,50.9,NA,9.4,NA,NA,,
no tag,11109,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,36.3,NA,12.4,NA,NA,,
no tag,1591,NA,NA,NA,NA,standing broken,,A,,,2,NA,,2.5,NA,60.7,NA,60.7,NA,,NA,NA,,dbh from B
no tag,914,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.7,NA,15.7,NA,NA,,
no tag,915,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,56.6,NA,24.7,NA,NA,,
no tag,289,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,36.7,NA,23.1,NA,NA,,
no tag,289,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,915,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,50.6,NA,5.9,NA,NA,,
no tag,11810,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,28.5,NA,,NA,NA,,
no tag,291,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,35.6,NA,,NA,NA,,
no tag,918,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,65,NA,10,NA,NA,,
no tag,918,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,37,NA,9,NA,NA,,
no tag,12105,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1629,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,923,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,4.5,NA,3.9,NA,NA,,
no tag,924,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,6.4,NA,4.1,NA,NA,,
no tag,924,NA,NA,NA,NA,stump,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,924,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,32.3,NA,4.4,NA,NA,,
no tag,1110,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,5.2,NA,2.2,NA,NA,,
no tag,1110,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,11.1,NA,4.2,NA,NA,,
no tag,936,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,15.6,NA,5.6,NA,NA,,
no tag,312,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,24.2,NA,10.9,NA,NA,,
no tag,942,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.4,NA,10.4,NA,NA,,
no tag,12510,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,18.3,NA,3.1,NA,NA,,
no tag,1452,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.8,NA,10.2,NA,NA,,
no tag,318,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,23.8,NA,14.9,NA,NA,,
no tag,323,NA,NA,NA,NA,standing broken,,A,,,3,NA,,NA,NA,19.1,NA,NA,NA,,NA,NA,,stump
no tag,323,NA,NA,NA,NA,standing broken,,B,,,3,NA,,NA,NA,NA,NA,19.1,NA,3.3,NA,NA,,
no tag,1649,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,38.4,NA,2.8,NA,NA,,cannot tell origin
no tag,324,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,32.7,NA,11.9,NA,NA,,
no tag,1119,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,11.5,NA,6.1,NA,NA,,
no tag,946,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,57.2,NA,14.7,NA,NA,,
no tag,498,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1649,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,65,NA,1.7,NA,NA,,cannot tell origin
no tag,328,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,958,NA,NA,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,15,NA,6.1,NA,NA,,
no tag,962,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19.6,NA,8.9,NA,NA,,
no tag,1467,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,4810,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,31.6,NA,10.9,NA,NA,,
no tag,332,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.8,NA,19.4,NA,NA,,
no tag,539,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,5.7,NA,2.4,NA,NA,,
no tag,335,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.2,NA,17.6,NA,NA,,
no tag,335,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,27,NA,14.4,NA,NA,,
no tag,336,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,546,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,31.1,NA,7.6,NA,NA,,
no tag,1662,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,342,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,59,NA,18.6,NA,NA,,
no tag,344,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,16.8,NA,9.6,NA,NA,,
no tag,347,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,12.2,NA,11.4,NA,NA,,
no tag,558,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,59.6,NA,15.1,NA,NA,,
no tag,973,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,974,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,17.6,NA,5.1,NA,NA,,
no tag,974,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,17.8,NA,7.2,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.2,NA,5.7,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,48,NA,7.7,NA,NA,,split at base
no tag,979,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,C,,,3,NA,,NA,NA,NA,NA,43.3,NA,2,NA,NA,,
no tag,353,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19.3,NA,8.3,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,F,,,3,NA,,NA,NA,NA,NA,45.2,NA,1.6,NA,NA,,
no tag,984,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.7,NA,6.5,NA,NA,,
no tag,984,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.5,NA,7.8,NA,NA,,
no tag,357,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,986,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,57.7,NA,16.7,NA,NA,,
no tag,986,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,75.2,NA,19.7,NA,NA,,
no tag,988,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,35.9,NA,19.6,NA,NA,,
no tag,14910,NA,NA,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,60.7,NA,18.4,NA,NA,,
no tag,1496,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,366,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.2,NA,4.8,NA,NA,,
no tag,992,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1499,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,594,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14,NA,5.6,NA,NA,,
no tag,1014,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,41,NA,5.8,NA,NA,,
no tag,1017,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,13.7,NA,2.6,NA,NA,,
no tag,1019,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1021,NA,NA,NA,NA,standing dead,,A,,,3,NA,,NA,NA,NA,NA,6.9,NA,,NA,NA,,leaning
no tag,378,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.5,NA,6.6,NA,NA,,
no tag,1022,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,238,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,5,NA,5.5,NA,NA,,
no tag,1023,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,17.7,NA,10.9,NA,NA,,
no tag,1025,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15.3,NA,5.5,NA,NA,,
no tag,1029,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,9,NA,4.9,NA,NA,,
